commentID,status,commentSequence,userID,userDisplayName,userLocation,userTitle,commentBody,createDate,updateDate,approveDate,recommendations,replyCount,editorsSelection,parentID,parentUserDisplayName,depth,commentType,trusted,recommendedFlag,permID,isAnonymous,articleID,word_count
110853104,approved,110853104,55114759,Tim,"Ithaca, NY",,NA Organic wine producers still use organically acceptable pesticides against two major diseases powdery mildew and downy mildew if they dont particularly in humid climates they will have a lot of rotten grapes that are unsuitable for making wine The organic products include elemental sulfur and bordeaux mixture which is fixed copper and lime Used since the s Sulfur copper sulfate and lime are all chemicals,2021-01-01 23:37:10,2021-01-02 22:54:23,2021-01-01 23:37:11,3,0,False,110842511.0,Jim,2,userReply,0,0,110853104,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,68
110841201,approved,110841201,7624866,Roch McDowell,NYC,,Wine is fun but its not good for you,2021-01-01 00:11:22,2021-01-04 17:52:33,2021-01-01 01:15:49,22,0,False,,,1,comment,0,0,110841201,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,9
110841659,approved,110841659,127468178,EB,"Portland,OR",,Ever since I read about resveratrol and switched from white to red wine Ive felt mighty righteous about the one or two glasses I have with the evening meal Approaching I have no apologies for such behavior And tonight New Years Eve cheeks a bit flushed from two little splits of champagne I raise my glass to Amphyictyonis,2021-01-01 00:47:36,2021-01-04 22:38:10,2021-01-01 01:15:49,68,2,False,,,1,comment,0,0,110841659,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,62
110851447,approved,110851447,39074191,Elizabeth,"Hailey, ID",,EB Well youve certainly bought into the wine industrys thoroughly debunked marketing ploy Morley Safer and the confirmation bias his segment provided drinkers is the reason red wine drinkingand often associated alcohol abusewent through the roof a hrefhttpswwwvoxcomredwinesmagicingredientresveratolhasnohealthbenefits targetblankhttpswwwvoxcomredwinesmagicingredientresveratolhasnohealthbenefitsa,2021-01-01 19:50:31,2021-01-03 20:05:21,2021-01-01 22:07:06,3,0,False,110841659.0,EB,2,userReply,0,0,110851447,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,39
110853211,approved,110853211,127468178,EB,"Portland,OR",,Elizabeth Ive read a number of articles about resveratol and it looks to me as if the jury is still out I also like to buy Trader Joes organic reds price is right and sulfites are avoided,2021-01-01 23:59:05,2021-01-04 22:38:29,2021-01-01 23:59:06,4,0,False,110851447.0,EB,2,userReply,0,0,110853211,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,38
110839994,approved,110839994,77989539,Jonathan Katz,St. Louis,,Even better dont drink at all Alcohol never did anyone any good,2020-12-31 22:44:49,2021-01-04 17:49:31,2021-01-01 01:15:50,27,7,False,,,1,comment,0,0,110839994,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,12
110848063,approved,110848063,58981308,Evelyn,Vancouver,,Jonathan Katz I dont agree that alcohol never did anyone any good I enjoy a nice glass of wine two or three times a week I look forward to it I enjoy drinking it and I like the feeling I get from it And in future when we get to socialize again I look forward to drinking wine with friends,2021-01-01 15:56:26,2021-01-04 22:33:05,2021-01-01 15:56:27,29,0,False,110839994.0,Jonathan Katz,2,userReply,0,0,110848063,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,60
110845861,approved,110845861,47333365,Les,Bethesda,,Jonathan Katz What a patently absurd thing to say Millions of people derive pleasure from wine How many other pleasurable things do you proscribe because they never did anyone any good,2021-01-01 13:38:29,2021-01-04 15:13:09,2021-01-01 22:06:59,8,0,False,110839994.0,Jonathan Katz,2,userReply,0,0,110845861,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,31
110849567,approved,110849567,90924694,ES,Switzerland,,Jonathan Katz Exactly The only clever comment I have read here sofar,2021-01-01 17:26:41,2021-01-01 22:07:01,2021-01-01 22:07:01,0,0,False,110839994.0,Jonathan Katz,2,userReply,0,0,110849567,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,12
110848217,approved,110848217,48655979,Maggie,California,,Jonathan Katz Hmmm Donald Trump does not drink Need I say more,2021-01-01 16:03:49,2021-01-04 01:12:47,2021-01-01 22:07:03,7,0,False,110839994.0,Jonathan Katz,2,userReply,0,0,110848217,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,12
110851665,approved,110851665,39074191,Elizabeth,"Hailey, ID",,Jonathan Katz You are right and science proves you right It has been proven that there is NO benefit to alcohol consumption in any form All that stuff about being heart healthy has been debunked as fraud People search for reasons to drink Thank you for this comment,2021-01-01 20:11:24,2021-01-02 23:13:21,2021-01-01 22:07:04,2,0,False,110839994.0,Jonathan Katz,2,userReply,0,0,110851665,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,48
110855640,approved,110855640,53315068,Todd,Wisconsin,,Maggie Nor did Hitler Churchill drank lots Roosevelt had his Childrens Hour cocktail gathering every evening Need I say more,2021-01-02 14:46:29,2021-01-04 01:12:53,2021-01-02 15:01:01,4,0,False,110848217.0,Jonathan Katz,2,userReply,0,0,110855640,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,20
110879657,approved,110879657,56972753,Carla,Brooklyn,,Wine has done me plenty of good Magnificent meals in France that are the memory of a lifetime Celebrating happy occasions Not in excess no But I am not buying the self righteousness of teetotalers Its a choice Julia Child ate and drank whatever she wanted and lived to My sister who never drank died at of cancer Its just not a black and white question,2021-01-04 13:51:32,2021-01-04 15:13:40,2021-01-04 13:51:33,1,0,False,110839994.0,Jonathan Katz,2,userReply,0,0,110879657,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,70
110840166,approved,110840166,15148722,pb,cambridge,,Why in the world should people who care about wine even have to waste their time reading this column Im sorry I did Except in the sense that I now know to ignore completely any discourse on clean wines much less ever to think of trying it As described they lack completely most of what is rewarding about wine terroir culture history and most of all the ability to be very good wines Ugh,2020-12-31 22:56:35,2021-01-04 22:37:42,2021-01-01 01:15:50,73,2,False,,,1,comment,0,0,110840166,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,74
110889729,approved,110889729,74599148,Tony,Italy,,pb In the USA there is no industry like the wine industry No industry gets away with ripping off its customers and bamboozling them like the wine industry,2021-01-04 19:55:58,2021-01-04 20:40:46,2021-01-04 20:40:46,0,0,False,110840166.0,pb,2,userReply,0,0,110889729,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,28
110841072,approved,110841072,23473180,Sarah,Colorado,,There really is no escaping diet culture is there Food is not clean or dirty These industries make their money by trafficking in fear and intentionally confusing us about risk Organic is a marketing tool the dose makes the poison and detoxes arent a thing Now back to your regularly scheduled programming,2020-12-31 23:59:44,2021-01-04 16:28:51,2021-01-01 01:15:50,20,2,False,,,1,comment,0,0,110841072,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,52
110844537,approved,110844537,66327867,Roger,Castiglion Fiorentino,,Sarah How that food is produced might include methods that can in marketing language be called clean or dirty How many rathairs in your ground beef will you tolerate before it might be called a dirty process,2021-01-01 08:25:40,2021-01-02 09:10:33,2021-01-01 22:07:01,2,0,False,110841072.0,Sarah,2,userReply,0,0,110844537,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,37
110852698,approved,110852698,72473543,Tom Daley,SF,,Sarah Saving the planet works well for me Most people I know prefer organic growing methods because of their concern for the environment,2021-01-01 22:30:30,2021-01-03 17:12:23,2021-01-01 22:30:31,4,0,False,110841072.0,Sarah,2,userReply,0,0,110852698,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,23
110841997,approved,110841997,56137599,Richard M,"Canoga Park, CA",,years ago I worked for a man who was an eminent cardiac surgeon He saved thousands of lives through his decades of practice and he told me then about the differences in the circulatory systems of people who drank red wine not white and people who didnt Because of this and of course because its amazing stuff he swore by at least one and usually two glasses of red a night And his cardiovascular health was exemplary In sum red wine is indeed good for us in moderation He was a primary source on this It alone wont save us but it sure makes us worth saving,2021-01-01 01:17:55,2021-01-04 20:20:00,2021-01-01 01:17:56,38,4,False,,,1,comment,0,0,110841997,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,108
110844528,approved,110844528,66327867,Roger,Castiglion Fiorentino,,Richard M Did he collect this data in a systematic way and publish the results in a peerreviewed journal Or was it just his feeling My feeling is people who drink wine probably drink on occasion both red and white so Im not feeling too confident about his conclusion,2021-01-01 08:21:48,2021-01-04 17:11:53,2021-01-01 08:21:49,15,0,False,110841997.0,Richard M,2,userReply,0,0,110844528,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,49
110846819,approved,110846819,57557274,DJS,New York,,Richard M Of course plenty of people who drank red wine have died of heart disease and plenty will die of heart disease If you boss had performed a research study that proved his theory you would have mentioned that Your boss expressed his personal beliefs Beliefs are not scientific evidence,2021-01-01 14:49:34,2021-01-04 17:12:06,2021-01-01 14:49:35,10,0,False,110841997.0,Richard M,2,userReply,0,0,110846819,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,51
110850328,approved,110850328,51477244,Scott,Maui,,Richard M If it were the alcohol your doctor friend could get the same effect from a shot of tequila every night If the effect came from the grapes he could just drink grape juice Somehow I think he just liked a couple of glasses of wine There is nothing wrong with that but why do we feel guilt about it to the point of creating justifications,2021-01-01 18:18:54,2021-01-02 23:12:52,2021-01-01 18:18:55,4,0,False,110841997.0,Richard M,2,userReply,0,0,110850328,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,67
110851636,approved,110851636,39074191,Elizabeth,"Hailey, ID",,Richard M Your friend was telling you a tall tale that you wanted to hear Red wines magic ingredient resveratrol has no health benefits a hrefhttpswwwvoxcomredwinesmagicingredientresveratolhasnohealthbenefits targetblankhttpswwwvoxcomredwinesmagicingredientresveratolhasnohealthbenefitsa Twenty five years ago I was told by a French friend of mine that her doctor had told her that drinking a glass of red wine would be good for my pregnancy Riiiight,2021-01-01 20:08:45,2021-01-02 23:12:54,2021-01-01 22:07:05,2,0,False,110841997.0,Richard M,2,userReply,0,0,110851636,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,60
110842059,approved,110842059,948194,thomas bishop,LA,,Though additives and manipulations have been a hot topic for naive readers it would be better to explain what these are colors sugars skins from other grapes starches from other sources likewise organic has a flexible or vague definition or is it that wine making is like sausage making i think that if you ask sommeliers you will get at least opinions,2021-01-01 01:24:02,2021-01-04 18:22:04,2021-01-01 01:24:03,8,0,False,,,1,comment,0,0,110842059,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,64
110842183,approved,110842183,62685178,njn_Eagle_Scout,Lakewood CO,,If you would like to see whats actually in your bottle of wine I suggest you purchase a bottle of wine produced by Ridge Vineyards at either their Cupertino or Sonoma County locations The ingredients are specifically stated on the label along with processing conditions I doubt that any of the clean wines achieve this level of transparency Given the gazillions of wines available today clever marketing is the major path for brand discrimination in the eye of the consumer Ridge Vineyards although a relatively small producer is consistently placed among the top producers in the United States As always caveat emptor,2021-01-01 01:34:35,2021-01-04 14:58:18,2021-01-01 01:34:48,19,1,False,,,1,comment,0,0,110842183,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,102
110851902,approved,110851902,26439729,KS,NY,,njnEagleScout Thanks for the actual names of wine companies with explicit labeling Celebrities sell alcohol childrens books you name it Im only envious because I also cant cash in,2021-01-01 20:39:51,2021-01-02 09:46:04,2021-01-01 20:39:52,3,0,False,110842183.0,njn_Eagle_Scout,2,userReply,0,0,110851902,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,29
110842431,approved,110842431,21772323,Bruce Egert,Hackensack Nj,,For thousands of years my religious ethnicity has considered drinking a virtue only if done in moderation infrequently and by adults Seems like a good resolution for all of us Happy New year,2021-01-01 01:57:05,2021-01-04 22:32:36,2021-01-01 01:57:06,8,0,False,,,1,comment,0,0,110842431,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,33
110842720,approved,110842720,112175415,Linda,"British Columbia, Canada",,As a retired Teacher I couldnt resist Dry Januarys should be written Dry Januaries and this from the American Dictionary online By the by I like white wine glasses even tho I sneeze from the sulphites and red gives me heaches Happy New Year everyone,2021-01-01 02:27:16,2021-01-04 17:14:47,2021-01-01 02:27:17,28,4,False,,,1,comment,0,0,110842720,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,48
110852547,approved,110852547,43571867,slangpdx,portland oregon,,Linda Worth knowing the EU only allows the amount of sulfites in wine and beer as the US does So anything imported from Europe would be less likely to cause problems,2021-01-01 22:04:39,2021-01-03 17:10:54,2021-01-01 22:04:40,5,0,False,110842720.0,Linda,2,userReply,0,0,110852547,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,32
110873361,approved,110873361,77933259,Patricia,Washington (the State),,Not necessarily true Ive visited many a winery in Italy where they admitted up front that they add additional sulfites to their export offerings to increase shelf life and stability,2021-01-04 01:26:11,2021-01-04 01:26:12,2021-01-04 01:26:12,0,0,False,110842720.0,Linda,2,userReply,0,0,110873361,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,31
110880220,approved,110880220,60870716,B.,Brooklyn,,Traditionally one is not allowed to change spellings of proper names Just as one writes the two Kennedys the three Joneses the four McCluskeys the five Kilkennys two Tonys three Bobbys four Hettys seven Lettys and eight Nickys so one writes Januarys The change to Januaries is recent I think probably to accommodate a bad habit My autocorrect insists on adding an apostrophe to form the plural of most of the words above That is nonsense,2021-01-04 14:16:09,2021-01-04 22:32:01,2021-01-04 14:16:10,3,0,False,110842720.0,Linda,2,userReply,0,0,110880220,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,76
110882528,approved,110882528,59468319,Humphrey Claim,"New Mexico, USA",,Linda and red gives me heaches Ive had em but I never knew what they were called Thanks,2021-01-04 15:37:32,2021-01-04 18:09:00,2021-01-04 18:09:00,0,0,False,110842720.0,Linda,2,userReply,0,0,110882528,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,18
110843107,approved,110843107,91559116,Mark,"Orange County, CA",,No not wine Bitters occasional porter stout and the best of the IPAs Wine doesnt cut it,2021-01-01 03:12:40,2021-01-01 21:46:26,2021-01-01 03:12:41,3,0,False,,,1,comment,0,0,110843107,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,17
110843130,approved,110843130,65084683,Pb of DC,Wash DC,,Wine shops have better wines and people who can direct you to them,2021-01-01 03:15:30,2021-01-04 22:31:31,2021-01-01 03:15:30,41,0,False,,,1,comment,0,0,110843130,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,13
110843300,approved,110843300,46841404,Blunt,New York City,,Wine is a pleasure Like good literature elegant mathematical proofs natural symmetry beautiful women and men hautecuisine and hautecouture And like all these things they are by definition enjoyed in moderation since their marginal utility declines with consumption beyond a point reached relatively quickly You dont have to be Croesus to enjoy good things in life Intelligence and diligence helps though,2021-01-01 03:35:24,2021-01-04 22:31:13,2021-01-01 03:35:25,100,1,False,,,1,comment,0,0,110843300,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,61
110885610,approved,110885610,63375627,Jim,Jersey City,,Blunt And one should not forget the huge endorsement of enjoying wine by none other than Jesus His first miracle as recorded in the Bible is to turn water into wine so that the revelries at a wedding could continue Wouldnt you like to have a taste of that most definitely heaven sent wine,2021-01-04 17:15:36,2021-01-04 22:31:27,2021-01-04 18:08:59,1,0,False,110843300.0,Blunt,2,userReply,0,0,110885610,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,54
110843406,approved,110843406,39074191,Elizabeth,"Hailey, ID",,Alcohol causes cancer Let me repeat Alcohol Causes Cancer Even in small amounts Hundreds of studies prove that inflammation due to alcohol leads to genetic mutations that result in cancerous tumors Period Alcohol is killing us like smoking did Billions spent in marketing by alcohol industry particularly targets women now who are percent of buyers There is going to be a delayed spike in cancer deaths due to increased alcohol consumption during Covid But fortunately at the same time SO MANY people are catching on and just stopping drinking And each person who stops reinforces the next persons inclination and ability to stop Replace your alcohol with a nonalcoholic drink cranberry juice and water at night or at parties Dont make a big deal of it,2021-01-01 03:50:59,2021-01-04 17:48:02,2021-01-01 03:51:01,75,27,False,,,1,comment,0,0,110843406,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,127
110844388,approved,110844388,56338238,cathmary,D/FW Metroplex,,Elizabeth And UV light from the sun causes cancer too So does polluted air and on and on There are so many ways to raise our risks of getting cancer that I will continue to choose to indulge in a pleasurable but occasional glass of wine cancer be darned,2021-01-01 07:23:17,2021-01-04 22:30:53,2021-01-01 07:23:18,84,0,False,110843406.0,Elizabeth,2,userReply,0,0,110844388,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,51
110846110,approved,110846110,41413921,Brian,NY,,Elizabeth Well I certainly will pay attention to what you say At having drunk rough estimate about glasses of wine every day for years Id best start considering a change Ill give it another years or so and even if I still have no ill health problems from drinking wine Ill start to switch Happy New Year,2021-01-01 13:58:10,2021-01-04 22:31:01,2021-01-01 13:58:11,152,0,False,110843406.0,Elizabeth,2,userReply,0,0,110846110,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,61
110846727,approved,110846727,57557274,DJS,New York,,cathmary And UV light from the sun causes cancer too So does polluted air and on and on People dont make a choice to breathe polluted air Exposure to sunlight is not optional while many take measures to protect themselves Drinking wine is optional cancer be darned thought every smoker who went on to develop lung cancer including my aunt and cousin both of whom died of cancer Most who believe that cancer is something that happens to OTHERS would not be as insensitive as to post cancer be darned in a NYT comment knowing that there are NYT readers who have cancer whose loved ones have cancer who have lost loved ones to cancer I lost my aunt a number of relatives and four of my closest friends to cancer My late best friends mother lost two CHILDREN to cancer My sister has metastatic colon cancer and breast cancerMy risk of developing a number of cancers is high due to my in utero DES exposure and due to heredity as was my sisters and as is the risk of my three siblings who have not been diagnosed with cancer My sister has had parts of her body cut off and out has endured multiple rounds of chemo and radiation I assure you that you will neither think nor post Cancer be darned should the day comes when YOU are diagnosed with cancer In the meantime I urge you to refrain from posting Cancer be darned in the comments section of the NYT or elsewhere in order to spare the rest of us,2021-01-01 14:42:48,2021-01-04 16:47:57,2021-01-01 14:42:50,25,0,False,110844388.0,Elizabeth,2,userReply,0,0,110846727,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,266
110847141,approved,110847141,3175397,Greg,MA,,Elizabeth Its never been proven that alcohol causes cancer Consuming alcohol is correlated with a greater incidence of cancer just like it is correlated with living longer and having a higher income Correlation is not causation,2021-01-01 15:05:24,2021-01-04 18:21:25,2021-01-01 15:05:25,50,0,False,110843406.0,Elizabeth,2,userReply,0,0,110847141,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,36
110850558,approved,110850558,39074191,Elizabeth,"Hailey, ID",,Brian Yes I understand very well Alcohol is still held dearly by a majority of folks in our society Just like smoking was years ago Meanwhile there is so much binge drinking among youth and now women For example breast cancer rates have exploded due to alcohol industry targeting women and getting them to be their biggest customers now You probably provided thousands of dollars over your lifetime to the alcohol industry which they used to market alcohol to women and our younger generation including barraging the latter with billions of ads on social media thus causing them millions of preventable cancerrelated deaths in the future You are now but rest assured that your financial gift will keep on giving to our young people long after you are gone a hrefhttpsonlinelibrarywileycomdoiabsacer targetblankhttpsonlinelibrarywileycomdoiabsacera,2021-01-01 18:35:26,2021-01-04 16:48:19,2021-01-01 18:36:14,8,0,False,110846110.0,Elizabeth,2,userReply,0,0,110850558,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,134
110850846,approved,110850846,39074191,Elizabeth,"Hailey, ID",,DJS Thank you for sharing your stories about yourself and your family DJS My heart goes out to you So few are untouched Most of us know that many cancerous exposures and the resulting suffering is preventable We try to get the word out They say that it takes experiencing something or hearing it timesbefore you start to understand Human behavior changes can start to spread in a good way like a virus Thats the theory that was used to break the back of the smoking industrys deadly campaign against humanity,2021-01-01 18:57:56,2021-01-02 23:10:20,2021-01-01 18:57:58,5,0,False,110846727.0,Elizabeth,2,userReply,0,0,110850846,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,92
110845831,approved,110845831,47333365,Les,Bethesda,,Elizabeth As Mr Asimov correctly said the US has a tortured relationship with alcoholic beverages Your puritanical zeal is a great example of this,2021-01-01 13:36:01,2021-01-04 19:29:36,2021-01-01 22:06:59,17,0,False,110843406.0,Elizabeth,2,userReply,0,0,110845831,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,25
110850910,approved,110850910,39074191,Elizabeth,"Hailey, ID",,Greg You were the perfect CEO for a tobacco company Thankfully logic prevailed and scientists and even politicians stopped buying what youre selling decades ago a hrefhttpsmyoutubecomwatchvXoLxQfic targetblankhttpsmyoutubecomwatchvXoLxQfica a hrefhttpswwwlatimescomarchiveslaxpmjanfistoryhtml targetblankhttpswwwlatimescomarchiveslaxpmjanfistoryhtmla,2021-01-01 19:03:57,2021-01-01 23:21:24,2021-01-01 22:07:00,1,0,False,110847141.0,Elizabeth,2,userReply,0,0,110850910,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,31
110844033,approved,110844033,35298047,Randy,"SF, NM",,Elizabeth If you dont want to have a glass of wine dont But ordering others to have water and cranberry while making unsubstantiated claims that a glass of wine is deadly is really just you pushing an abstinence agenda,2021-01-01 05:41:29,2021-01-04 19:29:46,2021-01-01 22:07:02,20,0,False,110843406.0,Elizabeth,2,userReply,0,0,110844033,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,39
110846384,approved,110846384,62573577,Me,Miami,,Yeah no Wine is one of the great pleasures in life we dont need your direction Enjoy your cranberry juice,2021-01-01 14:18:07,2021-01-04 17:13:30,2021-01-01 22:07:02,11,0,False,110843406.0,Elizabeth,2,userReply,0,0,110846384,False,nyt://article/efcaf652-ffad-5b4e-9f17-4fd9aff5b1ba,20
